DateTime,Return1,Return5,SmaNorm,RSI14,DeltaRSI,ATR14,StdDev20,ZClose,VolZ,BodyToRange,IntraBarPos,UpperWick,LowerWick,Close
20250604 161500,0.000034,-0.001114,0.000326,48.997011,0.221061,29.058435,24.425432,-0.290169,0.034604,0.058824,0.741176,5.500000,14.500000,21758.500000
20250604 163000,0.000115,-0.001446,0.000225,49.775085,0.778074,27.911404,24.324550,-0.201443,-1.603125,0.173077,0.711538,3.750000,7.000000,21761.000000
20250604 164500,-0.000184,-0.001275,0.000447,48.500193,-1.274892,26.614161,23.721417,-0.409967,-1.768952,0.435897,0.564103,0.000000,5.500000,21757.000000
20250604 170000,-0.000414,-0.001493,0.000847,45.666049,-2.834144,26.391721,23.924004,-0.769624,-1.396909,0.382979,0.329787,6.750000,7.750000,21748.000000
20250604 181500,0.000437,-0.000011,0.000518,49.050470,3.384421,26.488741,20.323309,-0.554782,-1.284744,0.459459,0.927928,2.000000,13.000000,21757.500000
20250604 183000,0.000080,0.000034,0.000529,49.672368,0.621897,25.257402,17.131842,-0.671265,-1.359812,0.324324,0.837838,1.500000,4.750000,21759.250000
20250604 184500,-0.000253,-0.000333,0.000826,47.701664,-1.970704,25.042588,15.504415,-1.159347,-1.093962,0.269663,0.157303,12.750000,3.500000,21753.750000
20250604 190000,-0.000138,-0.000287,0.000956,46.615292,-1.086371,23.700260,15.718938,-1.323245,-1.171122,0.520000,0.280000,1.250000,1.750000,21750.750000
20250604 191500,-0.000172,-0.000046,0.001070,45.228685,-1.386607,23.257384,16.599680,-1.402135,-1.004648,0.228571,0.314286,8.000000,5.500000,21747.000000
20250604 193000,-0.000103,-0.000586,0.001107,44.375768,-0.852917,22.506857,17.472635,-1.377153,-0.956049,0.215686,0.509804,3.500000,6.500000,21744.750000
20250604 194500,0.000103,-0.000563,0.000943,45.482927,1.107159,21.649224,18.069739,-1.135185,-0.891433,0.285714,0.952381,0.500000,7.000000,21747.000000
20250604 200000,-0.000276,-0.000586,0.001116,43.023655,-2.459273,21.138565,18.425776,-1.316769,-0.811950,0.413793,0.258621,4.750000,3.750000,21741.000000
20250604 201500,0.000529,0.000080,0.000508,48.744143,5.720488,20.842954,17.934185,-0.616142,-0.691085,0.617647,0.838235,2.750000,3.750000,21752.500000
20250604 203000,0.000471,0.000724,-0.000040,53.249559,4.505416,20.211314,16.317260,0.052858,-0.663586,0.812500,0.958333,0.500000,1.750000,21762.750000
20250604 204500,-0.000184,0.000644,0.000052,51.352529,-1.897029,19.499792,13.957183,-0.081499,-0.599044,0.317073,0.219512,4.750000,2.250000,21758.750000
20250604 210000,-0.000667,-0.000126,0.000631,45.082637,-6.269892,19.374807,13.311244,-1.030144,-0.457649,0.774648,0.042254,3.250000,0.750000,21744.250000
20250604 211500,0.000057,0.000207,0.000465,45.698154,0.615516,18.687320,10.944883,-0.923948,-0.489510,0.051282,0.333333,6.000000,3.250000,21745.500000
20250604 213000,-0.000264,-0.000586,0.000626,43.294326,-2.403828,18.673940,9.211906,-1.477707,-0.374569,0.283784,0.486486,4.250000,9.000000,21739.750000
20250604 214500,0.000103,-0.000954,0.000434,44.524053,1.229727,18.250802,7.126480,-1.324286,-0.342644,0.176471,0.568627,5.500000,5.000000,21742.000000
20250604 220000,0.000655,-0.000115,-0.000225,51.672241,7.148187,18.107887,7.067299,0.691565,-0.200160,0.907692,0.938461,1.000000,0.500000,21756.250000
20250604 221500,-0.000333,0.000218,0.000087,48.264791,-3.407450,17.707324,6.888612,-0.274003,-0.478948,0.640000,0.220000,1.750000,2.750000,21749.000000
20250604 223000,-0.000368,-0.000207,0.000409,44.757478,-3.507312,17.263944,6.799115,-1.307155,0.674089,0.673913,0.130435,2.250000,1.500000,21741.000000
20250604 224500,0.000184,0.000241,0.000197,46.837667,2.080189,16.905805,6.673303,-0.642485,1.153249,0.367347,0.673469,4.000000,3.750000,21745.000000
20250604 230000,0.000011,0.000149,0.000179,46.972067,0.134400,16.055390,6.726533,-0.579793,-1.298091,0.150000,0.400000,3.000000,1.250000,21745.250000
20250604 231500,0.000241,-0.000264,-0.000078,49.839920,2.867853,15.783577,6.459779,0.263167,0.137791,0.346939,0.714286,3.500000,4.500000,21750.500000
20250604 233000,0.000126,0.000195,-0.000218,51.324888,1.484968,15.245464,6.096618,0.779120,-0.620706,0.393939,0.757576,2.000000,3.000000,21753.250000
20250604 234500,-0.000011,0.000552,-0.000209,51.176560,-0.148328,14.638645,6.066442,0.747967,-0.293069,0.037037,0.740741,1.500000,5.000000,21753.000000
20250605 000000,-0.000126,0.000241,-0.000083,49.482522,-1.694038,14.021599,6.057988,0.299192,-1.245345,0.416667,0.291667,1.750000,1.750000,21750.250000
20250605 001500,0.000092,0.000322,-0.000163,50.759136,1.276614,13.520056,6.103585,0.581625,-1.127238,0.178571,0.857143,1.000000,4.750000,21752.250000
20250605 003000,-0.000023,0.000057,-0.000124,50.416122,-0.343014,13.411481,6.067640,0.444984,1.330874,0.041667,0.375000,7.000000,4.500000,21751.750000
20250605 004500,0.000000,-0.000069,-0.000113,50.416122,0.000000,12.989232,6.075707,0.405303,-0.611173,0.033333,0.866667,1.000000,6.250000,21751.750000
20250605 010000,-0.000149,-0.000207,0.000053,47.972291,-2.443831,12.400716,5.776718,-0.201239,-1.724249,0.666667,0.333333,0.000000,1.500000,21748.500000
20250605 011500,-0.000701,-0.000782,0.000711,38.533587,-9.438704,13.229236,6.746110,-2.290208,1.943760,0.635417,0.333333,0.750000,8.000000,21733.250000
20250605 013000,0.000012,-0.000862,0.000632,38.746356,0.212769,12.712862,6.712151,-2.046661,-1.123304,0.041667,0.541667,2.500000,3.250000,21733.500000
20250605 014500,0.000058,-0.000782,0.000519,39.867179,1.120823,12.519086,6.692008,-1.686713,0.158810,0.050000,1.000000,0.000000,9.500000,21734.750000
20250605 020000,-0.000023,-0.000805,0.000519,39.555394,-0.311785,12.285580,7.163831,-1.575623,-0.791719,0.027027,0.810811,1.500000,7.500000,21734.250000
20250605 021500,-0.000334,-0.000989,0.000811,35.250540,-4.304854,12.122324,8.224763,-2.141399,0.094847,0.700000,0.150000,1.500000,1.500000,21727.000000
20250605 023000,0.000460,0.000173,0.000344,44.261208,9.010668,12.542158,8.327252,-0.897655,0.776791,0.500000,0.777778,4.000000,5.000000,21737.000000
20250605 024500,-0.000115,0.000046,0.000442,42.662774,-1.598434,12.664147,8.594839,-1.116949,0.621502,0.228070,0.315789,6.500000,4.500000,21734.500000
20250605 030000,0.000207,0.000196,0.000195,46.414054,3.751280,12.527422,8.188206,-0.517513,-0.517125,0.372093,0.720930,3.000000,3.750000,21739.000000
20250605 031500,0.001115,0.001333,-0.000887,61.160819,14.746765,13.418321,9.214323,2.094565,2.584555,0.939394,0.969697,0.750000,0.750000,21763.250000
20250605 033000,0.002226,0.003893,-0.002946,75.614787,14.453968,16.674155,17.372297,3.699136,3.861709,0.834746,0.927966,4.250000,5.500000,21811.750000
20250605 034500,0.000871,0.004304,-0.003618,78.923848,3.309062,18.340287,25.094559,3.147096,2.591342,0.456250,0.768750,9.250000,12.500000,21830.750000
20250605 040000,-0.000836,0.003582,-0.002630,69.209023,-9.714825,18.905266,28.296254,2.027212,1.404519,0.704762,0.266667,0.750000,7.000000,21812.500000
20250605 041500,0.000252,0.003627,-0.002727,70.391854,1.182830,18.662033,31.397400,1.894663,0.862000,0.322581,0.387097,9.500000,1.000000,21818.000000
20250605 043000,0.000699,0.003211,-0.003240,73.438635,3.046781,19.596888,35.322751,2.002604,0.560579,0.488189,0.700787,9.500000,6.750000,21833.250000
20250605 044500,-0.000607,0.000378,-0.002481,66.988606,-6.450029,19.822110,37.379011,1.448340,0.197536,0.560440,0.076923,8.250000,1.750000,21820.000000
20250605 050000,-0.001376,-0.001868,-0.001017,55.173050,-11.815555,21.781245,37.552413,0.589842,1.287335,0.645503,0.349206,0.250000,16.500000,21790.000000
20250605 051500,-0.000861,-0.001893,-0.000113,49.318088,-5.854963,21.671870,37.385709,0.065533,0.302116,0.950617,0.000000,1.000000,0.000000,21771.250000
20250605 053000,0.000138,-0.002007,-0.000199,50.228180,0.910092,21.570308,37.193758,0.116283,0.108803,0.148148,0.506173,10.000000,7.250000,21774.250000
20250605 054500,0.000574,-0.002132,-0.000692,53.939547,3.711368,21.297429,37.120757,0.406107,-0.667706,0.704225,0.830986,3.000000,2.250000,21786.750000
20250605 060000,-0.000505,-0.002030,-0.000125,50.379379,-3.560169,21.258327,36.743305,0.073823,-0.621753,0.530120,0.397590,1.500000,8.250000,21775.750000
20250605 061500,0.000884,0.000229,-0.000866,55.868858,5.489480,21.650589,35.853914,0.526442,-0.232752,0.719626,0.728972,7.250000,0.250000,21795.000000
20250605 063000,-0.000126,0.000964,-0.000605,54.933892,-0.934966,20.800547,34.627019,0.380844,-0.941695,0.179487,0.102564,7.000000,1.000000,21792.250000
20250605 064500,-0.001676,-0.000850,0.001120,44.329931,-10.603961,22.886222,33.569655,-0.725730,0.729408,0.725000,0.020000,12.750000,1.000000,21755.750000
20250605 070000,0.000976,-0.000448,0.000241,50.340071,6.010140,23.090778,31.900921,-0.164572,-0.432977,0.854369,0.902913,2.500000,1.250000,21777.000000
20250605 071500,-0.001298,-0.001241,0.001590,43.600954,-6.739118,23.727151,30.331015,-1.140334,0.035071,0.867187,0.015625,3.750000,0.500000,21748.750000
20250605 073000,0.000057,-0.002067,0.001563,43.958453,0.357500,23.085926,29.457753,-1.153771,-0.449447,0.118644,0.288136,10.500000,2.500000,21750.000000
20250605 074500,0.000287,-0.001653,0.001325,45.808117,1.849664,23.133360,27.974888,-1.030388,-0.074587,0.252632,0.421053,13.750000,4.000000,21756.250000
20250605 080000,0.000620,0.000643,0.000775,49.672056,3.863939,23.070263,26.188317,-0.643894,-0.542230,0.584270,0.629213,8.250000,1.000000,21769.750000
20250605 081500,0.000390,0.000057,0.000418,51.993029,2.320973,22.975958,25.719092,-0.354309,-0.308576,0.505747,0.850575,3.250000,7.500000,21778.250000
20250605 083000,-0.000643,0.000712,0.000953,48.061579,-3.931450,22.834818,25.550009,-0.811644,-0.263236,0.666667,0.154762,3.750000,3.250000,21764.250000
20250605 084500,0.000023,0.000678,0.000778,48.212192,0.150613,25.864474,23.615259,-0.717227,3.935357,0.026820,0.800766,13.000000,50.500000,21764.750000
20250605 090000,0.001687,0.002078,-0.000934,57.880099,9.667907,34.302726,23.011611,0.884879,4.013740,0.253472,0.329861,96.500000,11.000000,21801.500000
20250605 091500,0.000447,0.001905,-0.001396,60.012930,2.132831,33.691817,22.512580,1.352577,0.815123,0.417476,0.601942,10.250000,4.750000,21811.250000
20250605 093000,0.000000,0.001514,-0.001447,60.012930,0.000000,33.410259,20.357216,1.549819,1.017899,0.016807,0.697479,9.000000,20.250000,21811.250000
20250605 094500,-0.001491,0.000666,-0.000051,50.188233,-9.824697,38.541669,18.138439,0.061334,3.917728,0.315914,0.413302,28.500000,43.500000,21778.750000
20250605 100000,-0.002529,-0.001886,0.002328,38.655144,-11.533089,42.181550,21.344364,-2.369478,2.520426,0.608939,0.360335,2.750000,32.250000,21723.750000
20250605 101500,0.000035,-0.003538,0.002186,38.861465,0.206320,43.418582,23.953532,-1.982484,1.242090,0.004202,0.357143,38.000000,21.250000,21724.500000
20250605 103000,0.003527,-0.000459,-0.001280,55.394541,16.533077,46.817254,24.789271,1.125991,0.954385,0.848901,0.967033,3.000000,10.750000,21801.250000
20250605 104500,0.001387,0.000928,-0.002562,59.987248,4.592707,55.133879,27.742578,2.015854,2.434374,0.183767,0.781011,35.750000,97.500000,21831.500000
20250605 110000,0.001202,0.003621,-0.003572,63.499371,3.512123,56.535031,33.022350,2.364308,1.032413,0.357860,0.719064,21.000000,27.000000,21857.750000
20250605 111500,0.000583,0.006733,-0.003980,65.101663,1.602292,54.675386,38.430993,2.265099,0.208790,0.401639,0.852459,4.500000,13.750000,21870.500000
20250605 113000,0.002261,0.008959,-0.005938,70.513494,5.411831,54.859287,48.626785,2.676765,0.603442,0.855895,0.873362,7.250000,1.000000,21920.000000
20250605 114500,-0.000080,0.005352,-0.005488,70.099616,-0.413878,52.690766,55.361893,2.172749,-0.142665,0.051020,0.581633,9.000000,14.250000,21918.250000
20250605 120000,0.000080,0.004046,-0.005241,70.287429,0.187813,51.641426,61.126941,1.879490,-0.189712,0.052632,0.605263,15.000000,21.000000,21920.000000
20250605 121500,-0.002421,0.000423,-0.002560,58.336276,-11.951153,52.256324,61.108198,0.915998,-0.051090,0.883817,0.070539,2.750000,4.250000,21867.000000
20250605 123000,-0.000297,-0.000457,-0.002010,57.054985,-1.281291,52.755872,60.331356,0.728477,0.890711,0.105485,0.814346,4.750000,48.250000,21860.500000
20250605 124500,-0.002691,-0.005409,0.000783,47.005628,-10.049357,53.773310,58.854434,-0.290123,-0.338307,0.873134,0.014925,7.500000,1.000000,21801.750000
20250605 130000,-0.005266,-0.010595,0.005877,34.318672,-12.686956,59.343073,64.745733,-1.968469,1.451559,0.870968,0.129032,0.000000,17.000000,21687.250000
20250605 131500,0.003234,-0.007441,0.002581,44.259139,9.940467,62.175711,65.483551,-0.857658,0.088238,0.712121,0.989899,1.000000,27.500000,21757.500000
20250605 133000,0.000689,-0.004331,0.001910,46.133750,1.874611,59.841732,65.196343,-0.637689,-0.736827,0.516949,0.542373,13.500000,0.750000,21772.500000
20250605 134500,0.000356,-0.003678,0.001589,47.123209,0.989459,56.853037,64.695605,-0.534812,-1.175454,0.444444,0.472222,9.500000,0.500000,21780.250000
20250605 140000,-0.002356,-0.003342,0.003784,41.671896,-5.451313,57.113534,67.319987,-1.221405,-0.665707,0.847107,0.132231,1.250000,8.000000,21729.000000
20250605 141500,-0.002039,-0.000115,0.005541,37.624791,-4.047105,57.444710,72.744562,-1.651670,-0.286659,0.732794,0.105263,10.000000,6.500000,21684.750000
20250605 143000,0.001060,-0.002289,0.004237,40.840838,3.216047,61.002231,75.728995,-1.214528,0.304184,0.230769,0.946387,5.750000,76.750000,21707.750000
20250605 144500,0.000069,-0.002909,0.004008,41.054296,0.213457,60.377071,78.167089,-1.113000,-0.216401,0.038278,0.416268,30.500000,19.750000,21709.250000
20250605 150000,-0.001037,-0.004302,0.004964,38.793193,-2.261102,59.510852,80.270613,-1.341089,-0.925150,0.440414,0.129534,20.750000,6.250000,21686.750000
20250605 151500,-0.003245,-0.005191,0.007980,32.731712,-6.061481,61.492220,88.047324,-1.959174,-0.492213,0.802292,0.065903,11.500000,5.750000,21616.500000
20250605 153000,-0.001899,-0.005051,0.009372,29.804665,-2.927047,66.421347,99.481320,-2.032668,2.061470,0.314176,0.551724,17.500000,72.000000,21575.500000
20250605 154500,0.002488,-0.003623,0.006396,37.673541,7.868876,68.962679,103.690266,-1.334262,0.437799,0.526961,0.551471,45.750000,2.500000,21629.250000
20250605 160000,-0.001909,-0.005601,0.007695,34.479129,-3.194412,71.393916,108.518273,-1.530733,1.628738,0.400485,0.228155,38.250000,23.500000,21588.000000
20250605 161500,-0.000197,-0.004761,0.007229,34.157768,-0.321361,69.312208,111.105887,-1.404291,-1.077700,0.094675,0.153846,31.750000,6.500000,21583.750000
20250605 163000,-0.000209,-0.001725,0.006649,33.798562,-0.359206,70.289908,108.252496,-1.325489,-1.302150,0.066265,0.783133,12.500000,65.000000,21579.250000
20250605 164500,-0.002006,-0.001832,0.007783,30.480843,-3.317719,69.304914,105.762012,-1.584926,-1.505555,0.774336,0.199115,1.500000,11.250000,21536.000000
20250605 170000,-0.000976,-0.005296,0.007826,28.992689,-1.488154,67.408135,101.062372,-1.666050,-1.466344,0.508772,0.099415,16.750000,4.250000,21515.000000
20250605 181500,-0.000314,-0.003701,0.007308,28.510852,-0.481837,65.736125,98.688300,-1.592767,-1.330705,0.967532,0.967532,1.250000,0.000000,21508.250000
20250605 183000,0.001057,-0.002447,0.005479,32.577873,4.067021,62.790687,92.028028,-1.281811,-1.289196,0.908163,0.948980,1.250000,1.000000,21531.000000
20250605 184500,-0.000081,-0.002320,0.004928,32.425061,-0.152812,59.609210,88.503505,-1.198681,-1.220368,0.123288,0.452055,7.750000,8.250000,21529.250000
20250605 190000,0.001335,0.001021,0.003288,37.603296,5.178236,57.726409,89.193137,-0.794624,-1.113529,0.796992,0.924812,2.500000,4.250000,21558.000000
20250605 191500,0.000255,0.002252,0.002582,38.573057,0.969761,54.835237,85.134016,-0.653969,-0.983533,0.289855,0.550725,7.750000,4.500000,21563.500000
20250605 193000,-0.000533,0.002032,0.002605,37.268786,-1.304271,52.668434,78.590370,-0.714464,-0.916599,0.459184,0.489796,1.250000,12.000000,21552.000000
20250605 194500,0.000174,0.001149,0.001910,38.004924,0.736138,50.674261,68.606218,-0.600164,-0.922462,0.222222,0.626263,9.250000,10.000000,21555.750000
20250605 200000,-0.000476,0.000755,0.001961,36.735974,-1.268950,48.911813,62.311064,-0.678050,-0.822120,0.394231,0.019231,15.250000,0.500000,21545.500000
20250605 201500,0.001565,0.000985,0.000149,43.433280,6.697306,48.543112,58.206577,-0.055406,-0.649334,0.777143,0.794286,9.000000,0.750000,21579.250000
20250605 203000,-0.000498,0.000232,0.000325,41.911351,-1.521929,46.950747,50.641909,-0.138472,-0.683356,0.400000,0.485714,3.000000,12.750000,21568.500000
20250605 204500,-0.000185,0.000580,0.000175,41.331009,-0.580342,44.864980,40.298876,-0.093675,-0.638452,0.253521,0.295775,8.000000,5.250000,21564.500000
20250605 210000,0.000336,0.000742,-0.000428,42.874988,1.543979,43.660338,29.828248,0.309271,-0.551797,0.258929,0.991071,0.250000,20.500000,21571.750000
20250605 211500,0.000371,0.001588,-0.000883,44.607283,1.732296,41.898885,27.486687,0.693518,-0.506551,0.447368,0.881579,2.250000,8.250000,21579.750000
20250605 213000,-0.000278,-0.000255,-0.000610,43.540838,-1.066445,40.298965,27.442144,0.479190,-0.478281,0.320513,0.474359,4.000000,9.250000,21573.750000
20250605 214500,0.001123,0.001367,-0.001804,48.862167,5.321329,39.688325,24.185258,1.611002,-0.341835,0.795276,0.968504,1.000000,5.500000,21598.000000
20250605 220000,-0.000625,0.000927,-0.001188,46.248843,-2.613324,38.407016,23.986907,1.068812,-0.509905,0.609195,0.252874,3.000000,5.500000,21584.500000
20250605 221500,-0.000185,0.000406,-0.001010,45.472805,-0.776038,36.395800,23.828240,0.914881,-0.969096,0.390244,0.463415,1.500000,4.750000,21580.500000
20250605 223000,0.000220,0.000255,-0.001216,46.618299,1.145495,34.867529,24.121049,1.088261,-1.131557,0.366667,0.850000,2.250000,7.250000,21585.250000
20250605 224500,-0.000162,0.000371,-0.000948,45.853909,-0.764391,33.555563,24.000426,0.852589,-1.316231,0.257576,0.530303,3.500000,8.750000,21581.750000
20250605 230000,0.000301,-0.000452,-0.001079,47.573173,1.719264,32.123022,22.177212,1.050628,-1.426919,0.444444,0.796296,2.750000,4.750000,21588.250000
20250605 231500,-0.000116,0.000058,-0.000784,46.955619,-0.617553,30.685664,18.376633,0.921007,-1.133901,0.270833,0.500000,2.750000,6.000000,21585.750000
20250605 233000,0.000394,0.000637,-0.001031,49.362466,2.406846,29.833116,16.984823,1.310729,-0.540015,0.466667,0.466667,10.000000,0.000000,21594.250000
20250605 234500,0.000856,0.001273,-0.001693,54.230186,4.867720,29.505751,16.211353,2.256906,0.216509,0.673267,0.980198,0.500000,7.750000,21612.750000
20250606 000000,-0.000139,0.001297,-0.001435,53.334825,-0.895361,28.183911,17.205377,1.801762,-0.320312,0.340909,0.272727,4.250000,3.000000,21609.750000
20250606 001500,-0.000081,0.000914,-0.001251,52.787320,-0.547505,27.152918,17.950609,1.505520,-0.011895,0.145455,0.472727,5.250000,6.500000,21608.000000
20250606 003000,0.000243,0.001273,-0.001352,54.302876,1.515556,25.874138,17.970857,1.625548,-1.300858,0.486486,1.000000,0.000000,4.750000,21613.250000
20250606 004500,0.000590,0.001469,-0.001778,57.842250,3.539374,25.775985,18.937991,2.030310,0.312929,0.540816,0.969388,0.750000,10.500000,21626.000000
20250606 010000,0.001086,0.001699,-0.002621,63.459843,5.617593,25.774129,20.858751,2.720680,2.115675,0.932039,0.941748,1.500000,0.250000,21649.500000
20250606 011500,0.000554,0.002392,-0.002984,65.954606,2.494763,25.308120,25.404536,2.544329,1.057466,0.649351,0.714286,5.500000,1.250000,21661.500000
20250606 013000,-0.000277,0.002196,-0.002507,63.615881,-2.338725,24.696826,27.534782,1.971597,0.238248,0.358209,0.388060,4.250000,6.500000,21655.500000
20250606 014500,0.000392,0.002345,-0.002669,65.483193,1.867312,23.914910,29.379189,1.967804,-0.690309,0.654545,1.000000,0.000000,4.750000,21664.000000
20250606 020000,-0.000335,0.001421,-0.002138,62.535155,-2.948038,23.528130,30.225907,1.532212,-0.170890,0.364865,0.297297,6.250000,5.500000,21656.750000
20250606 021500,-0.000323,0.000012,-0.001654,59.738725,-2.796430,23.115407,30.521189,1.173365,0.856161,0.450704,0.478873,1.250000,8.500000,21649.750000
20250606 023000,0.000450,-0.000092,-0.001906,62.269555,2.530829,23.714306,30.597477,1.348967,2.214596,0.333333,0.968254,1.000000,20.000000,21659.500000
20250606 024500,0.000323,0.000508,-0.002070,64.018333,1.748778,24.073999,31.945990,1.403932,2.216308,0.252174,0.321739,19.500000,2.000000,21666.500000
20250606 030000,0.000035,0.000150,-0.001914,64.209739,0.191406,23.247284,32.224047,1.286694,0.674794,0.200000,0.740000,3.250000,6.750000,21667.250000
20250606 031500,-0.000508,-0.000023,-0.001232,59.232902,-4.976837,23.765336,31.111001,0.857414,1.976710,0.377049,0.278689,10.500000,8.500000,21656.250000
20250606 033000,-0.000139,0.000162,-0.000936,57.914485,-1.318418,23.603526,29.767841,0.681104,0.055290,0.104651,0.127907,16.500000,2.750000,21653.250000
20250606 034500,0.000635,0.000346,-0.001374,62.080481,4.165996,23.256845,28.189368,1.055806,-0.098727,0.680000,0.786667,4.000000,2.000000,21667.000000
20250606 040000,-0.000323,-0.000300,-0.000885,58.884758,-3.195723,23.238499,26.223808,0.731206,0.107179,0.326087,0.086957,13.500000,2.000000,21660.000000
20250606 041500,-0.000450,-0.000785,-0.000286,54.663853,-4.220905,23.310749,23.023168,0.269294,1.589115,0.432990,0.103093,11.250000,2.500000,21650.250000
20250606 043000,0.000046,-0.000231,-0.000201,55.019978,0.356125,23.806410,20.013339,0.217355,0.484145,0.057851,0.446281,16.750000,11.750000,21651.250000
20250606 044500,0.000346,0.000254,-0.000441,57.703517,2.683540,23.284524,18.545990,0.514936,-0.749051,0.469697,0.878788,2.000000,6.750000,21658.750000
20250606 050000,0.000104,-0.000277,-0.000426,58.503365,0.799847,22.496343,16.325876,0.565820,-1.251477,0.244898,0.775510,2.750000,6.500000,21661.000000
20250606 051500,0.000242,0.000289,-0.000534,60.385780,1.882416,22.068033,13.144890,0.880570,-0.102788,0.272727,0.909091,1.500000,10.500000,21666.250000
20250606 053000,0.000588,0.001327,-0.000970,64.587221,4.201440,21.866745,10.284173,2.045619,-0.359653,0.610390,0.753247,4.750000,2.750000,21679.000000
20250606 054500,-0.000346,0.000935,-0.000520,60.521017,-4.066203,21.769120,7.659747,1.470349,-0.649075,0.353659,0.182927,9.500000,3.750000,21671.500000
20250606 060000,0.000634,0.001223,-0.001071,64.885699,4.364682,21.571326,8.999618,2.580665,-1.061934,0.723684,0.723684,5.250000,0.000000,21685.250000
20250606 061500,-0.000138,0.000981,-0.000885,63.242837,-1.642863,21.137660,10.017758,1.915349,-0.707198,0.225806,0.629032,2.250000,9.750000,21682.250000
20250606 063000,0.000311,0.001049,-0.001119,65.367561,2.124724,20.824256,11.328194,2.141780,-0.602328,0.402985,0.671642,5.500000,4.500000,21689.000000
20250606 064500,-0.000703,-0.000242,-0.000393,57.307753,-8.059808,21.015380,11.494537,0.741657,-0.814816,0.617021,0.244681,3.250000,5.750000,21673.750000
20250606 070000,-0.000785,-0.000681,0.000391,49.918691,-7.389063,20.942853,11.494537,-0.737307,-0.207059,0.887500,0.062500,1.000000,1.250000,21656.750000
20250606 071500,0.000196,-0.001119,0.000221,51.598872,1.680181,21.250506,10.987571,-0.435720,1.694180,0.148515,0.722772,7.000000,14.500000,21661.000000
20250606 073000,0.000473,-0.000507,-0.000225,55.478334,3.879462,22.357613,10.949743,0.445216,2.295234,0.319728,0.727891,10.000000,15.000000,21671.250000
20250606 074500,0.000081,-0.000738,-0.000291,56.124929,0.646596,22.314212,11.044682,0.570410,0.865304,0.034483,0.597701,8.750000,12.250000,21673.000000
20250606 080000,-0.000104,-0.000138,-0.000179,55.018561,-1.106368,21.827483,11.079683,0.349739,-0.195932,0.193548,0.112903,10.750000,1.750000,21670.750000
20250606 081500,0.000542,0.001188,-0.000660,59.507638,4.489077,21.679091,11.295982,1.267043,1.346963,0.594937,0.848101,3.000000,5.000000,21682.500000
20250606 083000,-0.000092,0.000900,-0.000505,58.438582,-1.069055,21.844870,11.052884,0.990692,2.792816,0.072917,0.760417,4.000000,18.250000,21680.500000
20250606 084500,0.004212,0.004638,-0.004464,77.952932,19.514349,27.784522,24.881293,3.906549,4.246807,0.871122,0.871122,13.500000,0.000000,21772.000000
20250606 090000,-0.000494,0.004064,-0.003740,73.581683,-4.371248,28.210628,30.922127,2.632015,1.278691,0.333333,0.400000,9.000000,13.500000,21761.250000
20250606 091500,0.000689,0.004857,-0.004137,75.634786,2.053103,28.713440,36.567342,2.463605,1.398610,0.432624,0.836879,5.750000,14.250000,21776.250000
20250606 093000,0.000987,0.005301,-0.004783,78.244573,2.609787,29.644623,42.955317,2.427232,2.050576,0.520958,0.658683,14.250000,5.750000,21797.750000
20250606 094500,0.001936,0.007330,-0.006293,82.264750,4.020176,33.509293,52.687676,2.608769,3.894074,0.501493,0.856716,12.000000,29.750000,21840.000000
20250606 100000,0.000011,0.003130,-0.005895,82.285609,0.020859,35.472915,59.644021,2.158431,2.079990,0.004098,0.606557,23.750000,37.000000,21840.250000
20250606 101500,-0.000183,0.003441,-0.005323,80.651130,-1.634480,36.028421,64.503463,1.802035,1.282941,0.098266,0.630058,11.750000,27.250000,21836.250000
20250606 103000,-0.002361,0.000390,-0.002729,63.235207,-17.415923,39.258534,65.254770,0.911044,1.216226,0.640000,0.270769,7.250000,22.000000,21784.750000
20250606 104500,0.001972,0.001375,-0.004336,69.213097,5.977890,41.615067,67.655214,1.398820,0.971538,0.595156,0.882353,8.500000,20.750000,21827.750000
20250606 110000,-0.000355,-0.000916,-0.003673,67.095577,-2.117521,40.713991,69.244242,1.157497,0.178398,0.258621,0.267241,13.750000,7.750000,21820.000000
20250606 111500,0.000973,0.000046,-0.004279,69.821876,2.726299,41.627277,71.272523,1.311164,0.836581,0.401869,0.462617,28.750000,3.250000,21841.250000
20250606 113000,-0.002349,-0.002120,-0.001705,57.457187,-12.364689,46.261043,70.501348,0.526940,1.468870,0.476526,0.502347,2.250000,53.500000,21790.000000
20250606 114500,0.000470,0.000711,-0.001884,59.020247,1.563060,45.403111,68.774500,0.597242,0.050179,0.299270,0.861314,4.750000,19.250000,21800.250000
20250606 120000,0.000264,-0.000997,-0.001805,59.910090,0.889843,44.749318,65.263527,0.603132,-0.153509,0.137931,0.386207,22.250000,9.000000,21806.000000
20250606 121500,0.000871,0.000229,-0.002298,62.785664,2.875575,43.910081,61.680086,0.813269,-0.584861,0.560606,0.712121,9.500000,5.000000,21825.000000
20250606 123000,-0.001616,-0.002361,-0.000412,54.915644,-7.870020,43.970075,56.955491,0.157799,-0.310312,0.780899,0.213483,0.250000,9.500000,21789.750000
20250606 124500,-0.001320,-0.001332,0.001110,49.469194,-5.446451,44.490070,51.608701,-0.468187,-0.261087,0.546341,0.248780,10.500000,12.750000,21761.000000
