DateTime,Return1,Return5,SmaNorm,RSI14,DeltaRSI,ATR14,StdDev20,ZClose,VolZ,BodyToRange,IntraBarPos,UpperWick,LowerWick,Close
20250529 233000,-0.000949,-0.000187,0.000225,40.693777,-6.218396,26.873800,12.951255,-0.370620,4.358899,0.831683,0.158416,0.250000,4.000000,21338.250000
20250529 234500,0.000234,0.000223,-0.000006,42.712974,2.019197,25.811386,12.947852,0.009654,2.003543,0.354167,0.604167,4.750000,3.000000,21343.250000
20250530 000000,0.000129,-0.000539,-0.000153,43.845404,1.132429,24.789144,12.738346,0.256116,1.109250,0.347826,0.804348,2.250000,5.250000,21346.000000
20250530 001500,0.000304,-0.000293,-0.000472,46.535606,2.690202,24.089920,12.414231,0.811569,1.427859,0.450000,0.900000,1.500000,6.750000,21352.500000
20250530 003000,-0.000222,-0.000503,-0.000279,44.844864,-1.690742,23.172782,11.800583,0.504212,0.737256,0.466667,0.244444,3.250000,2.750000,21347.750000
20250530 004500,-0.000691,-0.000246,0.000418,39.986517,-4.858347,22.731869,11.705040,-0.761424,0.906307,0.852941,0.058824,1.500000,1.000000,21333.000000
20250530 010000,0.000761,0.000281,-0.000268,46.821786,6.835269,22.572450,10.298938,0.555883,1.147956,0.756098,0.926829,1.500000,3.500000,21349.250000
20250530 011500,0.000726,0.000878,-0.000933,52.391745,5.569959,22.317275,11.214416,1.776731,2.037318,0.802632,0.894737,2.000000,1.750000,21364.750000
20250530 013000,0.000480,0.001053,-0.001341,55.696457,3.304712,22.383898,13.000066,2.204796,2.393991,0.430108,0.720430,6.500000,6.750000,21375.000000
20250530 014500,0.001741,0.003017,-0.002943,65.161076,9.464619,23.552906,19.353440,3.256527,2.858700,0.948387,1.000000,0.000000,2.000000,21412.250000
20250530 020000,-0.001157,0.002551,-0.001683,56.521163,-8.639913,23.888412,20.970884,1.716070,1.606940,0.873874,0.126126,0.000000,3.500000,21387.500000
20250530 021500,-0.000070,0.001720,-0.001451,56.036220,-0.484943,24.003526,20.683066,1.500624,1.300680,0.019608,0.529412,11.500000,13.500000,21386.000000
20250530 023000,-0.001345,-0.000351,-0.000035,47.605444,-8.430775,25.253274,19.606835,0.037614,1.948775,0.716867,0.126506,6.500000,5.250000,21357.250000
20250530 024500,-0.000855,-0.001686,0.000820,43.165800,-4.439644,25.342326,19.628817,-0.890909,1.411754,0.650943,0.066038,7.500000,1.750000,21339.000000
20250530 030000,-0.000129,-0.003556,0.000934,42.522279,-0.643521,24.871445,19.896938,-1.001410,0.561027,0.146667,0.146667,13.250000,2.750000,21336.250000
20250530 031500,-0.000328,-0.002727,0.001232,40.852750,-1.669530,25.755628,20.543080,-1.279019,2.314130,0.187919,0.295302,19.250000,11.000000,21329.250000
20250530 033000,0.001441,-0.001216,-0.000159,50.117929,9.265180,26.576654,20.183440,0.168455,0.874113,0.821918,0.821918,6.500000,0.000000,21360.000000
20250530 034500,0.000398,0.000527,-0.000531,52.340361,2.222432,25.981893,20.349662,0.557749,0.729101,0.424658,0.780822,4.000000,6.500000,21368.500000
20250530 040000,-0.000281,0.001101,-0.000242,50.625724,-1.714637,27.018901,20.380793,0.253302,1.005283,0.166667,0.506173,13.250000,20.500000,21362.500000
20250530 041500,0.001333,0.002563,-0.001498,57.712181,7.086457,27.463979,21.663950,1.478839,1.504516,0.857143,0.932331,2.250000,2.500000,21391.000000
20250530 043000,-0.000971,0.001920,-0.000453,51.874501,-5.837680,27.537981,21.252923,0.455820,0.177190,0.736842,0.114035,4.250000,3.250000,21370.250000
20250530 044500,-0.000257,0.000222,-0.000146,50.418727,-1.455774,27.481697,20.890709,0.148990,0.100685,0.233645,0.448598,8.500000,12.000000,21364.750000
20250530 050000,-0.000234,-0.000410,0.000121,49.070532,-1.348195,27.358004,20.588847,-0.125068,-0.390159,0.194175,0.058252,19.250000,1.500000,21359.750000
20250530 051500,0.000410,0.000281,-0.000252,51.513964,2.443432,27.153861,20.502210,0.262167,-0.481590,0.367347,0.479592,12.750000,2.750000,21368.500000
20250530 053000,0.000678,-0.000374,-0.000847,55.337935,3.823971,27.285728,20.619541,0.878414,-0.175906,0.431034,0.681034,9.250000,7.250000,21383.000000
20250530 054500,-0.000234,0.000363,-0.000508,53.763333,-1.574602,26.872462,19.438601,0.558811,-0.625390,0.220930,0.186047,12.750000,4.000000,21378.000000
20250530 060000,-0.000690,-0.000070,0.000215,49.306196,-4.457137,26.756572,19.029627,-0.241071,-1.220642,0.584158,0.079208,8.500000,2.000000,21363.250000
20250530 061500,-0.000456,-0.000293,0.000645,46.558515,-2.747681,27.291816,19.277237,-0.714573,0.719484,0.291971,0.116788,20.250000,4.000000,21353.500000
20250530 063000,0.001147,0.000444,-0.000495,53.561583,7.003067,27.288830,19.348304,0.546559,-1.394726,0.880734,0.972477,0.750000,2.500000,21378.000000
20250530 064500,0.000140,-0.000094,-0.000708,54.350418,0.788836,26.286056,16.753073,0.903565,-1.344751,0.188679,0.320755,9.000000,1.750000,21381.000000
20250530 070000,0.000164,0.000304,-0.000879,55.304325,0.953907,25.783481,16.571111,1.133750,-1.024738,0.220779,0.753247,4.750000,10.250000,21384.500000
20250530 071500,0.001145,0.002139,-0.001968,61.386890,6.082564,27.120375,18.611568,2.264049,1.473060,0.556180,0.730337,12.000000,7.750000,21409.000000
20250530 073000,-0.000607,0.001988,-0.001271,56.957593,-4.429297,26.611777,19.505544,1.394475,-0.376798,0.637500,0.075000,5.750000,1.500000,21396.000000
20250530 074500,-0.000222,0.000620,-0.000927,55.385106,-1.572487,25.728793,18.826556,1.053698,-0.260572,0.280702,0.228070,7.000000,3.250000,21391.250000
20250530 080000,-0.000175,0.000304,-0.000632,54.114898,-1.270207,25.319593,17.291418,0.782180,-0.287234,0.125000,0.162500,14.250000,3.250000,21387.500000
20250530 081500,-0.004933,-0.004793,0.004200,31.960175,-22.154723,37.350336,24.781609,-3.606505,4.304332,0.548387,0.289032,31.500000,56.000000,21282.250000
20250530 083000,0.000564,-0.005374,0.003479,35.216714,3.256539,38.914598,29.931722,-2.475217,2.192746,0.189873,0.354430,38.250000,9.750000,21294.250000
20250530 084500,0.002954,-0.001813,0.000493,49.013859,13.797145,41.992127,30.028934,-0.350495,2.011870,0.789634,0.832317,13.750000,3.500000,21357.250000
20250530 090000,-0.001042,-0.002633,0.001472,45.341100,-3.672759,41.456975,30.857171,-1.017592,0.330878,0.637681,0.043478,11.000000,1.500000,21335.000000
20250530 091500,-0.000422,-0.002880,0.001742,43.907878,-1.433221,41.335048,31.511149,-1.178948,0.739220,0.289308,0.301887,16.250000,12.000000,21326.000000
20250530 093000,0.002646,0.004699,-0.000876,53.784331,9.876453,42.578973,31.761265,0.589948,1.660596,0.961207,0.961207,2.250000,0.000000,21382.500000
20250530 094500,-0.003854,0.000282,0.002830,42.149424,-11.634907,46.341189,34.641312,-1.740335,3.662053,0.858268,0.052493,8.500000,5.000000,21300.250000
20250530 100000,-0.002009,-0.004681,0.004607,37.596977,-4.552448,49.691819,41.287869,-2.371762,2.601056,0.466488,0.243968,27.000000,22.750000,21257.500000
20250530 101500,0.005243,0.001604,-0.000645,52.146869,14.549892,55.410260,41.300066,0.333837,2.050430,0.861272,0.888247,14.500000,3.500000,21369.250000
20250530 103000,0.000690,0.002716,-0.001332,53.681958,1.535089,54.095242,41.333966,0.689203,0.688872,0.412162,0.763513,8.750000,13.000000,21384.000000
20250530 104500,-0.000655,-0.000585,-0.000697,51.977602,-1.704355,53.106296,41.152724,0.361762,0.707958,0.360248,0.267081,15.000000,10.750000,21370.000000
20250530 110000,-0.000726,0.002544,0.000008,50.081771,-1.895832,52.384418,41.110377,-0.004257,0.821464,0.366279,0.215116,18.000000,9.250000,21354.500000
20250530 111500,-0.000340,0.004213,0.000333,49.178231,-0.903540,51.499816,41.141864,-0.172877,0.241240,0.231250,0.306250,18.500000,12.250000,21347.250000
20250530 113000,0.000972,-0.000058,-0.000662,51.855425,2.677194,52.124829,40.911679,0.345561,0.316234,0.340249,0.825726,10.500000,29.250000,21368.000000
20250530 114500,-0.003094,-0.003842,0.002249,43.928775,-7.926650,54.865913,41.902586,-1.143426,0.992537,0.726519,0.151934,11.000000,13.750000,21302.000000
20250530 120000,0.001009,-0.002178,0.001096,46.782606,2.853831,54.964776,41.492053,-0.563060,0.120015,0.382222,0.564444,24.500000,10.250000,21323.500000
20250530 121500,0.000023,-0.001429,0.000873,46.850355,0.067749,53.967292,39.199607,-0.474813,-0.156069,0.006098,0.682927,13.000000,27.750000,21324.000000
20250530 123000,-0.006988,-0.008078,0.007371,33.293658,-13.556697,62.237486,51.661172,-3.021370,1.654974,0.874816,0.097202,4.750000,16.500000,21175.500000
20250530 124500,-0.001985,-0.011035,0.008763,30.596991,-2.696667,64.934808,65.473210,-2.828638,2.443479,0.420000,0.545000,3.500000,54.500000,21133.500000
20250530 130000,-0.001160,-0.009101,0.009274,29.115525,-1.481467,65.368036,77.813033,-2.515967,0.091297,0.338028,0.528169,9.500000,37.500000,21109.000000
20250530 131500,0.002590,-0.007520,0.006384,36.513261,7.397737,67.984605,83.599021,-1.616048,0.304860,0.534314,0.732843,27.250000,20.250000,21163.750000
20250530 133000,0.000531,-0.007012,0.005567,37.946334,1.433073,66.003562,87.858568,-1.341787,-0.380399,0.298137,0.838509,6.500000,21.750000,21175.000000
20250530 134500,0.000177,0.000153,0.004968,38.445117,0.498782,64.217593,89.909478,-1.170205,-0.697536,0.103659,0.310976,28.250000,8.500000,21178.750000
20250530 140000,-0.000142,0.001997,0.004734,38.180716,-0.264401,63.434194,92.062852,-1.088930,-0.723678,0.051643,0.267606,36.250000,14.250000,21175.750000
20250530 141500,0.002829,0.005987,0.001683,46.156434,7.975718,63.813894,91.712645,-0.389668,-0.711121,0.869091,0.887273,7.750000,1.250000,21235.750000
20250530 143000,0.002117,0.005513,-0.000674,51.237743,5.081309,64.327187,88.167043,0.162759,-0.035940,0.630282,0.753521,17.500000,8.750000,21280.750000
20250530 144500,-0.000564,0.004418,-0.000185,49.885758,-1.351985,62.214531,87.828992,0.044689,-0.916534,0.330935,0.244604,14.750000,8.500000,21268.750000
20250530 150000,0.001503,0.005744,-0.001585,53.415754,3.529996,60.752779,88.153860,0.382995,-0.866992,0.748503,0.844311,6.500000,4.000000,21300.750000
20250530 151500,0.001864,0.007750,-0.003512,57.427337,4.011583,60.806152,86.696943,0.864506,0.268968,0.650406,0.727642,16.750000,4.750000,21340.500000
20250530 153000,0.002188,0.007109,-0.005683,61.614093,4.186756,60.552141,86.921562,1.398243,-0.311905,0.802632,0.815789,10.500000,0.750000,21387.250000
20250530 154500,-0.000959,0.004033,-0.004736,58.879649,-2.734444,60.441274,86.729270,1.166849,0.291065,0.360169,0.309322,19.500000,18.250000,21366.750000
20250530 160000,0.000117,0.004714,-0.004818,59.117932,0.238283,62.409754,87.541429,1.176157,2.839655,0.025568,0.269886,64.250000,21.500000,21369.250000
20250530 161500,0.000140,0.003351,-0.004899,59.421806,0.303875,63.398343,88.857163,1.178436,0.039733,0.039344,0.554098,34.000000,39.250000,21372.250000
20250530 163000,-0.000480,0.001007,-0.004436,57.839916,-1.581891,60.977033,88.526990,1.070436,-1.594052,0.364407,0.271186,10.750000,8.000000,21362.000000
20250530 164500,-0.000047,-0.001228,-0.004251,57.678589,-0.161327,57.300102,90.595111,1.002400,-1.577412,0.052632,0.342105,5.750000,3.250000,21361.000000
20250530 170000,0.000374,0.000105,-0.004518,58.671706,0.993117,54.707238,92.457466,1.044129,-1.390740,0.392857,0.869048,2.750000,10.000000,21369.000000
20250601 181500,-0.001323,-0.001335,-0.003161,53.864871,-4.806835,56.067435,92.994812,0.725309,-1.194384,0.694836,0.854460,7.750000,8.500000,21340.750000
20250601 183000,-0.001231,-0.002706,-0.001607,49.783453,-4.081418,55.223332,90.588976,0.378081,-1.239924,0.610169,0.282486,4.750000,12.500000,21314.500000
20250601 184500,0.000199,-0.002027,-0.001371,50.438235,0.654782,52.350237,84.367665,0.346549,-1.262888,0.250000,0.350000,9.750000,1.500000,21318.750000
20250601 190000,-0.000235,-0.002214,-0.000657,49.618527,-0.819708,50.200220,73.574664,0.190283,-1.125525,0.224719,0.404494,8.250000,9.000000,21313.750000
20250601 191500,-0.000493,-0.003082,0.000163,47.859503,-1.759023,47.953776,66.636275,-0.052149,-1.016466,0.573333,0.426667,0.000000,8.000000,21303.250000
20250601 193000,-0.000423,-0.002181,0.000866,46.342978,-1.516525,45.939221,59.540316,-0.309664,-0.888811,0.468354,0.126582,8.000000,2.500000,21294.250000
20250601 194500,0.000775,-0.000176,0.000401,49.502199,3.159221,45.372133,51.036401,-0.167283,-0.763415,0.460526,0.888158,4.250000,16.250000,21310.750000
20250601 200000,-0.000282,-0.000657,0.000985,48.386544,-1.115655,43.452695,39.287759,-0.534199,-0.809589,0.391892,0.567568,0.750000,10.500000,21304.750000
20250601 201500,0.000622,0.000199,0.000556,51.012228,2.625684,42.009646,33.536864,-0.353343,-0.718850,0.569892,0.924731,1.750000,8.250000,21318.000000
20250601 203000,-0.000939,-0.000246,0.001536,47.115980,-3.896248,41.116100,32.467799,-1.007537,-0.631073,0.694915,0.050847,7.500000,1.500000,21298.000000
20250601 204500,-0.000047,0.000129,0.001649,46.923000,-0.192980,39.464950,30.282369,-1.159916,-0.583087,0.027778,0.680556,5.250000,12.250000,21297.000000
20250601 210000,-0.000141,-0.000786,0.001775,46.310188,-0.612812,38.199596,30.665359,-1.232254,-0.526189,0.149425,0.379310,10.250000,8.250000,21294.000000
20250601 211500,0.000516,0.000012,0.001174,48.943189,2.633001,36.953196,31.133530,-0.803394,-0.507944,0.493976,0.831325,3.500000,7.000000,21305.000000
20250601 213000,-0.000376,-0.000986,0.001338,47.132831,-1.810359,35.545825,28.976176,-0.983567,-0.443633,0.463768,0.043478,8.500000,0.750000,21297.000000
20250601 214500,-0.001116,-0.001163,0.002236,42.148439,-4.984392,35.310409,29.481997,-1.613697,-0.258503,0.759690,0.186047,1.750000,6.000000,21273.250000
20250601 220000,0.000212,-0.000904,0.001809,43.370423,1.221984,33.877523,28.701590,-1.341389,-0.363673,0.442623,0.508197,7.500000,1.000000,21277.750000
20250601 221500,-0.000752,-0.001516,0.002303,40.125094,-3.245329,33.243414,28.017283,-1.748028,0.453783,0.690000,0.080000,5.750000,2.000000,21261.750000
20250601 223000,0.000317,-0.001715,0.001766,42.093702,1.968608,32.261742,26.847789,-1.398625,-0.413680,0.333333,0.628205,7.250000,5.750000,21268.500000
20250601 224500,0.000376,-0.000963,0.001190,44.425861,2.332159,30.885903,24.405699,-1.037667,-1.301889,0.653846,0.750000,3.250000,1.250000,21276.500000
20250601 230000,-0.000529,-0.000376,0.001476,41.871967,-2.553894,30.126195,20.248221,-1.550136,-0.619521,0.555556,0.135802,6.250000,2.750000,21265.250000
20250601 231500,-0.000976,-0.001564,0.002228,37.580730,-4.291237,29.974324,20.626454,-2.294384,1.786196,0.705357,0.258929,1.000000,7.250000,21244.500000
20250601 233000,-0.000071,-0.000882,0.002130,37.283268,-0.297462,29.333301,22.497917,-2.011297,0.551710,0.000000,0.250000,15.750000,5.250000,21243.000000
20250601 234500,-0.000118,-0.001317,0.002064,36.761008,-0.522260,27.952351,23.629203,-1.855225,-1.450300,0.325000,0.150000,5.250000,1.500000,21240.500000
20250602 000000,-0.000424,-0.002117,0.002295,34.867445,-1.893564,27.205755,25.253948,-1.929401,0.303867,0.500000,0.285714,3.750000,5.000000,21231.500000
20250602 001500,0.000494,-0.001094,0.001655,38.826464,3.959019,26.387486,25.979472,-1.353472,-1.256245,0.666667,0.936508,1.000000,4.250000,21242.000000
20250602 003000,0.000388,0.000271,0.001163,41.818872,2.992409,25.520523,26.300342,-0.939627,-1.394310,0.526316,0.701754,4.250000,2.500000,21250.250000
20250602 004500,-0.000294,0.000047,0.001300,40.213983,-1.604890,24.786914,25.777231,-1.071682,-1.223841,0.344262,0.442623,3.250000,6.750000,21244.000000
20250602 010000,-0.000377,-0.000212,0.001516,38.193492,-2.020491,24.980706,25.714645,-1.251719,-0.058993,0.318182,0.627273,1.500000,17.250000,21236.000000
20250602 011500,0.000424,0.000636,0.000920,41.739896,3.546404,24.482084,23.467834,-0.832522,-0.618530,0.486111,0.666667,6.000000,3.250000,21245.000000
20250602 013000,-0.000671,-0.000530,0.001433,38.020060,-3.719837,23.983364,23.249207,-1.308647,-0.871802,0.814286,0.100000,1.500000,1.750000,21230.750000
20250602 014500,0.000082,-0.000836,0.001199,38.742069,0.722009,23.930981,22.518132,-1.130200,0.756437,0.086022,0.827957,4.000000,17.250000,21232.500000
20250602 020000,-0.000106,-0.000647,0.001155,38.127098,-0.614971,23.293054,21.686182,-1.130328,-0.716180,0.133333,0.550000,4.750000,8.250000,21230.250000
20250602 021500,-0.001296,-0.001567,0.002212,31.537816,-6.589282,23.736407,21.289140,-2.203001,0.526411,0.940678,0.033898,0.750000,1.000000,21202.750000
20250602 023000,0.001202,-0.000789,0.000846,41.614181,10.076365,24.523092,18.767205,-0.957122,1.254732,0.697842,0.870504,4.500000,6.000000,21228.250000
20250602 024500,0.000800,0.000683,-0.000021,47.194113,5.579932,24.664300,17.712791,0.024700,1.288351,0.641509,0.952830,1.250000,8.250000,21245.250000
20250602 030000,-0.000789,-0.000188,0.000652,42.848894,-4.345220,24.545421,16.332177,-0.848019,0.260039,0.717391,0.130435,3.500000,3.000000,21228.500000
20250602 031500,0.001671,0.001588,-0.001013,52.773398,9.924504,26.077891,16.472567,1.307477,2.909104,0.788043,0.923913,3.500000,6.250000,21264.000000
20250602 033000,-0.004336,-0.001451,0.003100,35.546016,-17.227382,31.536613,21.503848,-3.052361,2.974661,0.897561,0.087805,1.500000,9.000000,21172.000000
20250602 034500,0.002276,-0.000377,0.000687,45.579679,10.033663,34.391141,19.852125,-0.734178,2.110122,0.667832,0.762238,17.000000,6.750000,21220.250000
20250602 040000,-0.000412,-0.001590,0.000973,44.234842,-1.344837,33.648917,19.178190,-1.076092,1.220315,0.343750,0.104167,13.250000,2.500000,21211.500000
20250602 041500,0.001802,0.001001,-0.000816,51.036006,6.801164,34.531137,19.380467,0.895231,1.515219,0.836957,0.940217,2.750000,4.750000,21249.750000
20250602 043000,0.000271,-0.000400,-0.001057,51.984047,0.948041,34.618198,19.906641,1.129020,0.535401,0.209790,0.860140,5.000000,23.250000,21255.500000
20250602 044500,-0.000847,0.003089,-0.000218,48.798762,-3.185285,34.359756,19.861001,0.232868,0.194848,0.604839,0.161290,7.250000,5.000000,21237.500000
20250602 050000,-0.000082,0.000730,-0.000125,48.487691,-0.311071,33.530487,19.867888,0.134010,-0.360543,0.153846,0.417582,9.750000,9.500000,21235.750000
20250602 051500,-0.000860,0.000283,0.000677,45.248303,-3.239388,33.546167,20.035199,-0.716863,0.398590,0.511111,0.259259,7.750000,8.750000,21217.500000
20250602 053000,0.000483,-0.001036,0.000141,47.374829,2.126526,32.775012,19.598067,-0.152438,-0.003535,0.406593,0.758242,5.500000,8.000000,21227.750000
20250602 054500,-0.000848,-0.002155,0.000909,44.133141,-3.241688,32.308940,19.859019,-0.970592,-0.517886,0.695238,0.104762,5.250000,2.750000,21209.750000
20250602 060000,0.000766,-0.000542,0.000119,47.617894,3.484753,31.804730,19.802920,-0.127506,0.037128,0.663366,0.980198,0.500000,8.000000,21226.000000
20250602 061500,0.000683,0.000224,-0.000574,50.580124,2.962230,31.782963,19.639342,0.621202,-0.475612,0.484127,0.706349,9.250000,7.000000,21240.500000
20250602 063000,-0.000624,0.000459,0.000041,47.913707,-2.666417,31.459180,19.632323,-0.044569,0.025937,0.486239,0.477064,1.000000,13.000000,21227.250000
20250602 064500,0.000353,0.000330,-0.000307,49.535387,1.621680,31.158525,19.663493,0.331197,-0.571086,0.302752,0.605505,10.750000,8.250000,21234.750000
20250602 070000,0.000730,0.001908,-0.000989,52.805680,3.270293,30.486487,20.240503,1.038141,-0.849645,0.689655,0.850575,3.250000,3.500000,21250.250000
20250602 071500,0.001352,0.002494,-0.002159,58.214650,5.408970,31.648167,21.997244,2.088898,1.181943,0.614973,0.860963,6.500000,11.500000,21279.000000
20250602 073000,-0.000376,0.001435,-0.001684,56.281665,-1.932986,30.619726,23.455660,1.526817,-0.947730,0.492754,0.362319,2.500000,6.250000,21271.000000
20250602 074500,-0.000153,0.001906,-0.001478,55.475771,-0.805894,30.379031,24.430626,1.286807,0.102903,0.073394,0.128440,21.750000,3.500000,21267.750000
20250602 080000,-0.000588,0.000965,-0.000828,52.369762,-3.106009,29.726958,24.697090,0.712635,-1.018504,0.588235,0.000000,8.750000,0.000000,21255.250000
20250602 081500,0.001011,0.001246,-0.001808,56.845257,4.475495,29.407175,25.519879,1.507158,0.262107,0.821782,0.930693,1.750000,2.750000,21276.750000
20250602 083000,-0.001164,-0.001270,-0.000457,50.914364,-5.930892,30.163805,20.614660,0.471145,1.549267,0.625000,0.306250,2.750000,12.250000,21252.000000
20250602 084500,0.001751,0.000858,-0.002044,58.014420,7.100055,31.259248,22.339493,1.947784,1.689850,0.802198,0.983516,0.750000,8.250000,21289.250000
20250602 090000,-0.000211,0.000799,-0.001661,56.942857,-1.071562,31.222873,22.430504,1.575979,1.494108,0.130081,0.682927,5.750000,21.000000,21284.750000
20250602 091500,-0.000717,0.000670,-0.000899,53.346759,-3.596099,31.814096,22.854906,0.836254,2.191962,0.392405,0.297468,12.250000,11.750000,21269.500000
20250602 093000,0.000869,0.000529,-0.001691,56.902506,3.555748,31.952375,24.272087,1.482670,3.066972,0.555556,0.881481,4.000000,11.000000,21288.000000
20250602 094500,0.006298,0.007991,-0.007527,73.009053,16.106547,41.902206,44.117349,3.654741,4.331334,0.785401,0.792701,35.500000,1.250000,21422.500000
20250602 100000,-0.004925,0.001314,-0.002435,55.522508,-17.486545,48.534191,45.320199,1.145461,2.484748,0.784787,0.137291,10.500000,18.500000,21317.250000
20250602 101500,-0.000305,0.001221,-0.001912,54.651928,-0.870580,51.871034,44.954143,0.906479,2.227765,0.002625,0.797900,19.000000,76.000000,21310.750000
20250602 103000,0.003186,0.005123,-0.004734,61.460099,6.808171,54.094532,49.658307,2.037927,1.005651,0.813253,0.924699,6.250000,9.250000,21378.750000
20250602 104500,-0.000573,0.003681,-0.003796,59.720665,-1.739435,55.212780,50.697971,1.599916,1.040769,0.179211,0.250896,39.750000,17.500000,21366.500000
20250602 110000,0.001403,-0.001214,-0.004795,62.518377,2.797713,54.661867,54.208525,1.892461,0.208788,0.626316,0.826316,8.250000,9.500000,21396.500000
20250602 111500,0.000070,0.003781,-0.004496,62.658038,0.139660,55.096733,57.232982,1.681067,0.558380,0.012346,0.703704,18.000000,42.000000,21398.000000
20250602 113000,-0.001309,0.002776,-0.002858,58.291746,-4.366292,54.125538,56.387282,1.083134,-0.021810,0.668675,0.253012,3.250000,10.500000,21370.000000
20250602 114500,0.001298,0.000888,-0.003770,61.179045,2.887300,53.491571,56.855084,1.418958,-0.052247,0.596685,0.922652,3.500000,14.750000,21397.750000
20250602 120000,0.001704,0.003166,-0.005037,64.645816,3.466771,53.402888,60.092268,1.796820,0.370524,0.703349,0.799043,10.500000,5.000000,21434.250000
20250602 121500,-0.000093,0.001669,-0.004587,64.306942,-0.338874,51.731253,63.262591,1.554038,-0.202586,0.058333,0.783333,4.750000,23.500000,21432.250000
20250602 123000,-0.000478,0.001121,-0.003758,62.498736,-1.808206,50.393306,64.302774,1.252084,-0.415769,0.333333,0.409091,8.500000,13.500000,21422.000000
20250602 124500,-0.000712,0.001718,-0.002724,59.804387,-2.694349,49.454499,63.463714,0.918832,-0.484980,0.395973,0.147651,17.000000,5.500000,21406.750000
20250602 130000,0.001820,0.002241,-0.004093,64.070332,4.265945,49.475606,63.057180,1.392189,-0.417410,0.783920,0.824121,8.750000,2.000000,21445.750000
20250602 131500,0.000221,0.000758,-0.003909,64.563619,0.493287,48.120205,63.238606,1.325931,-0.285999,0.155738,0.221311,23.750000,2.000000,21450.500000
20250602 133000,-0.000105,0.000746,-0.003347,64.114587,-0.449032,46.343762,59.820841,1.200042,-0.480130,0.139785,0.344086,12.000000,8.000000,21448.250000
20250602 134500,-0.000291,0.000933,-0.002700,62.807859,-1.306728,44.801351,57.919416,0.999665,-0.753417,0.232323,0.181818,14.500000,4.500000,21442.000000
20250602 140000,0.000163,0.001809,-0.002488,63.259452,0.451592,43.547683,54.635467,0.976701,-0.774894,0.128440,0.743119,7.000000,16.750000,21445.500000
20250602 141500,0.000757,0.000746,-0.002796,65.362330,2.102879,43.312134,48.815277,1.229123,-0.489585,0.403727,0.869565,5.250000,18.750000,21461.750000
20250602 143000,0.002141,0.002665,-0.004418,70.508202,5.145872,43.896981,46.658900,2.036321,0.035959,0.893204,0.893204,5.500000,0.000000,21507.750000
20250602 144500,-0.000151,0.002619,-0.004076,69.720107,-0.788095,42.565054,50.759191,1.727027,-0.618366,0.158416,0.574257,6.750000,14.500000,21504.500000
20250602 150000,0.000616,0.003527,-0.004224,71.136567,1.416459,41.738979,49.892664,1.821661,-0.569272,0.411290,0.741935,8.000000,10.250000,21517.750000
20250602 151500,-0.000058,0.003305,-0.003688,70.800084,-0.336482,40.043338,45.946531,1.727007,-0.465700,0.069444,0.250000,12.250000,4.500000,21516.500000
20250602 153000,0.000709,0.003256,-0.004038,72.508570,1.708486,39.879528,48.264803,1.801520,-0.182472,0.403973,0.682119,12.000000,10.500000,21531.750000
20250602 154500,-0.000953,0.000163,-0.002753,66.846477,-5.662092,39.030990,46.811809,1.264905,-0.250632,0.723214,0.250000,0.750000,7.000000,21511.250000
20250602 160000,0.001045,0.001359,-0.003476,69.647965,2.801488,39.439491,48.206613,1.552692,2.927497,0.513966,0.860335,6.250000,15.500000,21533.750000
20250602 161500,0.001160,0.001904,-0.004259,72.435098,2.787133,38.854527,50.718209,1.810247,0.689825,0.792000,0.992000,0.250000,6.250000,21558.750000
20250602 163000,0.000290,0.002252,-0.004095,73.100134,0.665035,37.382775,49.882291,1.770418,-1.718761,0.328767,0.383562,11.250000,1.000000,21565.000000
20250602 164500,-0.000290,0.001253,-0.003433,71.248942,-1.851192,35.837577,49.483297,1.495707,-1.983920,0.396825,0.587302,0.250000,9.250000,21558.750000
20250602 170000,-0.000197,0.002009,-0.002958,69.951688,-1.297254,33.938464,50.282577,1.267835,-1.781255,0.432432,0.486486,0.750000,4.500000,21554.500000
20250602 181500,-0.001010,-0.000046,-0.001717,63.572427,-6.379261,33.175003,49.195268,0.751597,-1.639220,0.956989,0.032258,0.250000,0.750000,21532.750000
20250602 183000,-0.000546,-0.001753,-0.000942,60.369458,-3.202969,32.841074,46.425740,0.436719,-1.457787,0.421053,0.210526,10.500000,6.000000,21521.000000
20250602 184500,0.000105,-0.001938,-0.000776,60.776983,0.407525,31.263140,41.294340,0.404414,-1.398984,0.348837,0.558139,4.750000,2.250000,21523.250000
20250602 190000,-0.000174,-0.001822,-0.000430,59.675560,-1.101423,29.565773,38.925287,0.237956,-1.329572,0.466667,0.166667,2.750000,1.250000,21519.500000
20250602 191500,0.000209,-0.001416,-0.000469,60.598334,0.922774,29.007503,36.506359,0.276322,-0.986519,0.241379,0.471264,11.500000,5.000000,21524.000000
20250602 193000,0.000848,0.000441,-0.001097,64.178522,3.580187,32.524825,33.692680,0.701562,-0.438631,0.230032,0.977636,1.750000,58.500000,21542.250000
20250602 194500,-0.001126,-0.000139,0.000205,56.793928,-7.384594,33.148051,28.762853,-0.153410,-0.835881,0.624242,0.363636,0.500000,15.000000,21518.000000
20250602 200000,-0.001104,-0.001348,0.001424,50.647390,-6.146538,33.137476,23.774777,-1.287078,-0.859788,0.734848,0.136364,4.250000,4.500000,21494.250000
